1	138.217
2	137.257
3	146.221
4	141.085
5	136.15
6	144.806
7	139.129
8	139.894
9	144.172
10	145.321
11	142.032
12	142.032
13	142.269
14	144.077
15	140.412
16	141.474
17	144.795
18	145.511
19	142.56
20	144.88
21	143.19
22	142.382
23	143.568
24	136.607
25	143.443
26	142.336
101	141.777
102	143.322
103	139.037
104	146.777
105	139.491
106	141.726
107	146.15
108	140.565
109	144.296
110	145.777
111	144.037
112	143.42
113	143.786
114	136.915
115	146.568
116	145.559
117	143.149
118	144.234
119	139.975
120	145.165
121	142.838
122	138.76
123	141.806
124	144.922
125	145.644
126	144.443
201	142.937
202	139.123
203	144.386
204	148.714
205	146.375
206	145.272
207	145.833
208	146.617
209	144.457
210	148.117
211	148.515
212	143.799
213	146.791
214	146.418
215	144.427
216	151.016
217	141.177
218	143.218
219	143.134
220	146.261
221	145.034
222	141.114
223	139.944
224	144.663
225	142.787
226	146.816
301	142.88
302	141.081
303	142.216
304	143.865
305	145.197
306	140.805
307	139.186
308	132.315
309	146.091
310	141.265
311	144.259
312	145.261
313	143.99
314	147.993
315	141.825
316	142.988
317	145.097
318	145.256
319	143.01
320	141.798
321	144.82
322	142.715
323	148.799
324	142.942
325	145.521
326	143.568
401	138.313
402	140.193
403	141.467
404	143.889
405	145.848
406	144.383
407	139.355
408	143.951
409	143.443
410	145.656
411	144.195
412	146.012
413	141.235
414	145.273
415	143.473
416	139.397
417	141.932
418	143.265
419	143.006
420	142.099
421	144.173
422	141.767
423	144.19
424	142.993
425	142.85
426	145.691
501	142.881
502	144.956
503	145.774
504	146.006
505	144.596
506	143.053
507	147.306
508	144.041
509	143.941
510	141.269
511	143.557
512	142.806
513	143.568
514	142.649
515	139.211
516	142.006
517	144.8
518	142.147
519	140.583
520	145.03
521	143.609
522	138.007
523	143.32
524	144.153
525	139.933
526	141.456
601	141.808
602	142.396
603	142.642
604	142.772
605	143.184
606	145.35
607	140.334
608	140.348
609	144.114
610	143.053
611	143.868
612	144.938
613	139.735
614	145.565
615	144.88
616	141.91
617	143.11
618	143.735
619	147.616
620	142.699
621	139.276
622	143.883
623	140.956
624	143.998
625	191.862
626	142.112
701	141.293
702	146.974
703	142.255
704	142.09
705	147.201
706	143.298
707	137.043
708	143.059
709	139.629
710	140.607
711	143.135
712	139.381
713	143.045
714	140.754
715	141.968
716	142.519
717	142.862
718	143.514
719	145.119
720	142.717
721	144.396
722	138.349
723	145.11
724	143.223
725	140.132
726	142.719
801	138.683
802	142.051
803	140.625
804	140.596
805	140.172
806	140.447
807	137.108
808	138.304
809	145.356
810	138.53
811	141.317
812	139.047
813	140.408
814	140.875
815	137.293
816	142.03
817	139.062
818	145.944
819	141.552
820	139.74
821	142.881
822	141.757
823	140.229
824	139.068
825	140.9
826	141.897
901	142.465
902	138.117
903	143.356
904	137.783
905	140.905
906	137.623
907	144.401
908	138.953
909	140.977
910	143.319
911	141.71
912	141.279
913	137.103
914	139.459
915	138.49
916	141.905
917	139.208
918	141.628
919	139.433
920	143.363
921	140.525
922	138.716
923	139.964
924	136.473
925	140.659
926	141.716
